1371,156,16
1334,164,24
80,214,18361
349,250,3012
652,612,592
550,645,954
1079,760,104
1381,786,14
946,813,188
110,948,14092
954,1031,182
1013,1488,143
1070,1871,111
60,2115,20823
283,2426,4847
984,2466,158
506,2770,1192
161,2869,10650
1014,3257,143
1476,3638,2
926,4675,203
509,5206,1159
75,5515,19201
1285,5802,38
1019,5961,140
386,6445,2429
58,6593,21467
35,7185,29097
710,7365,466
696,7672,494
367,8235,2696
1062,9148,114
669,9312,559
599,9319,730
1414,10005,10
936,10174,195
893,10764,228
749,10902,396
1186,11565,65
385,11758,2432
282,13447,4883
82,13583,18076
532,14536,1029
567,15291,866
1028,15527,136
418,15726,2051
585,15878,781
945,19450,189
1405,20146,12
1187,20451,65
1382,20634,14
1277,23046,39
1245,24249,46
1152,28243,77
1286,31243,38
305,31891,4185
773,35585,367
1136,38188,80
651,40585,599
1221,41007,52
889,52970,231
328,58485,3609
1458,80335,6
472,83966,1467
1055,87568,120
536,88807,1007
650,89126,602
173,91387,10012
351,93720,2973
799,97846,337
433,110010,1846
261,114956,5584
1018,115321,141
978,116702,163
823,118153,312
1260,119743,42
1171,127625,71
1456,129037,7
1212,141108,55
178,144527,9810
533,149167,1027
377,150754,2595
1505,153441,1
1210,153739,56
1215,182449,54
1,183045,138391
98,183902,15878
854,184307,269
880,187417,244
821,189413,314
426,191715,1922
401,197846,2214
32,199877,30391
1307,200555,30
802,201700,334
1477,203514,2
1459,217192,6
1335,219202,24
83,219369,17644
580,222512,802
303,222751,4229
997,240304,152
882,247494,240
1345,252330,21
1035,253061,130
1086,254189,102
106,254547,15073
230,255924,7124
937,256280,195
1308,258443,30
712,265281,465
1506,265478,1
1184,266826,67
1071,267903,111
295,271851,4545
22,278359,35983
1043,280765,127
112,285536,13990
514,285930,1132
1164,286637,73
848,287776,279
836,292351,296
1140,294778,79
919,295493,206
329,301195,3590
1292,301920,35
216,311234,7825
1348,316717,20
706,331657,473
1239,344613,47
104,349480,15306
481,352604,1387
1302,355278,32
333,362199,3470
1460,380925,6
1391,384682,13
232,389146,7005
1167,409584,72
1309,409970,30
1474,412476,3
1111,414455,93
405,432074,2177
1222,433392,52
1318,433818,28
528,460649,1037
1029,477281,136
1341,482542,22
265,486017,5441
824,486339,312
523,488498,1073
685,492721,516
1091,495300,100
1265,499950,41
194,531777,8921
850,542783,274
673,546791,548
1267,550454,40
23,562305,35318
168,570723,10292
41,572281,26458
203,577826,8667
207,590756,8394
1067,656147,112
732,656164,416
622,666419,664
707,669607,472
546,684733,969
238,689953,6742
538,701464,998
887,709099,234
215,719468,7881
900,727804,221
281,741002,4905
226,743605,7273
1310,747111,30
1406,748151,12
1072,769012,111
85,769552,17461
1301,776487,33
728,779531,431
1128,783798,86
487,784340,1356
1020,786529,140
1441,789512,8
1415,795080,10
13,800543,44644
1392,804111,13
593,817959,746
1036,818654,130
245,819429,6577
846,826503,280
384,828995,2438
508,829690,1162
133,835134,12121
1478,837378,2
985,843253,157
1479,845612,2
1315,860318,29
181,862424,9675
1383,862456,14
556,865857,919
287,878285,4683
415,879328,2057
1074,883040,108
1153,888810,77
1384,891173,14
545,896073,973
956,902339,180
825,907588,312
1393,912352,13
513,912799,1144
220,913250,7733
339,925391,3301
1294,934653,34
1237,945125,48
489,946962,1335
260,949693,5655
577,951401,808
947,952827,187
1278,953649,39
1223,965211,52
4,967045,89043
175,975475,9930
485,978034,1368
711,985782,466
1156,987723,76
1416,991519,10
1141,992825,78
1261,997469,42
1372,999986,16
987,1001039,156
666,1006563,563
635,1007629,628
1117,1009265,91
483,1011913,1376
132,1022419,12565
378,1023259,2589
251,1024499,6241
591,1036162,753
188,1039689,9187
466,1040712,1520
1295,1043263,34
101,1043323,15601
775,1043943,366
744,1045898,406
277,1047744,5001
432,1051979,1859
280,1052122,4944
504,1066559,1224
1262,1078293,42
630,1082316,637
949,1085503,186
1480,1096810,2
352,1097179,2971
953,1097438,184
392,1099788,2350
28,1100445,31617
1368,1107872,17
667,1108466,562
1078,1124356,105
723,1126755,440
1238,1146818,48
1075,1148395,108
355,1156608,2874
1369,1156788,17
391,1165711,2356
1316,1166358,29
1142,1169034,78
1112,1172964,93
177,1173630,9816
653,1174348,588
1417,1182358,10
135,1184145,12037
1322,1187462,26
56,1203157,23432
877,1224118,246
1124,1231327,88
1481,1233516,2
993,1233703,155
79,1244723,18483
1482,1247466,2
1483,1248571,2
822,1251204,314
1407,1259861,12
69,1267847,19879
1394,1271321,13
870,1294772,251
1323,1299883,26
208,1301199,8391
959,1317137,179
292,1319129,4611
1118,1320170,91
620,1321682,670
325,1323047,3662
1004,1325175,150
1087,1326344,102
1395,1327372,13
517,1328819,1122
872,1329046,248
688,1338801,503
830,1342035,308
1336,1344475,24
1418,1344786,10
1484,1351573,2
440,1363055,1761
478,1367441,1427
613,1369420,700
1279,1369805,39
526,1370083,1051
1030,1379818,134
616,1382360,690
435,1385426,1824
149,1390210,11447
967,1393257,173
120,1405084,13477
748,1406307,398
259,1408290,5658
972,1416150,169
840,1416762,290
1219,1419343,53
565,1419758,868
309,1424787,4126
395,1433177,2318
857,1434418,267
1185,1435337,67
901,1437428,221
1137,1440028,80
258,1446155,5797
1507,1451112,1
610,1453511,704
400,1454996,2233
759,1466469,382
747,1468658,401
1129,1469003,86
1311,1469587,30
988,1470110,156
1419,1471280,10
1232,1472156,50
491,1472448,1323
1053,1475038,121
15,1479932,40274
571,1483240,844
806,1485683,325
480,1486621,1401
1177,1498879,69
1246,1498913,46
1358,1501353,18
751,1513823,390
1373,1515545,16
811,1516486,321
1125,1519293,88
182,1522246,9573
307,1525913,4163
611,1535952,704
574,1543507,819
1015,1545062,142
81,1546340,18265
359,1549572,2798
1119,1549959,91
1296,1551180,34
670,1551553,559
213,1552780,8018
1088,1553074,102
835,1553920,298
1025,1556649,139
124,1563523,13012
1485,1563960,2
979,1564223,162
192,1564945,8990
453,1566017,1619
68,1566793,19927
211,1568957,8265
414,1571842,2058
437,1577013,1784
1114,1577430,92
1010,1577451,146
1486,1578846,2
436,1579889,1799
1240,1580481,47
1085,1581345,103
1359,1584104,18
324,1586548,3701
828,1586763,311
1408,1587053,12
1173,1588173,70
270,1589382,5164
742,1592344,408
1001,1592439,151
464,1592617,1544
108,1593827,14952
1235,1594692,49
995,1595726,153
1241,1598893,47
1056,1608217,120
313,1608613,4045
1268,1608799,40
36,1609139,29065
1297,1611365,34
924,1613388,204
922,1613919,205
906,1614522,218
883,1617970,240
1216,1624952,54
720,1628375,448
584,1628845,787
1396,1629938,13
468,1630138,1496
1324,1631678,26
310,1635695,4110
743,1639534,408
1251,1641044,45
48,1643481,24325
1089,1645211,102
587,1646350,771
486,1646529,1361
529,1646803,1034
256,1651308,5947
1027,1653036,137
564,1653196,873
859,1655503,264
459,1655794,1577
955,1657363,182
699,1657441,491
772,1659003,368
845,1663439,281
1349,1665557,20
1163,1666646,74
767,1666980,372
408,1667957,2154
185,1667968,9403
863,1671571,260
286,1673222,4734
1487,1677446,2
1461,1678679,6
769,1679379,371
462,1682674,1554
1242,1683698,47
123,1684263,13036
150,1691091,11417
16,1691132,40205
180,1696634,9719
687,1697624,509
1208,1701431,58
422,1702006,2005
755,1702291,387
1105,1702675,95
606,1703257,713
237,1707975,6798
1213,1709215,55
970,1714244,171
614,1715942,698
573,1715991,830
1255,1716245,44
1488,1721648,2
781,1721928,357
1220,1722419,53
121,1723176,13391
1370,1726840,17
43,1727699,26384
856,1731373,268
1143,1734443,78
814,1736828,320
1357,1745999,19
1247,1747072,46
948,1747712,187
912,1749417,208
1280,1749444,39
1317,1749963,29
228,1751219,7214
1312,1752476,30
1224,1756097,52
624,1764827,658
332,1766388,3480
1252,1772088,45
419,1772681,2029
1102,1772694,96
191,1773131,9019
1385,1777202,14
996,1783692,153
681,1786798,531
961,1787062,177
383,1791810,2458
862,1793379,262
980,1796437,161
54,1796981,23772
231,1802533,7008
557,1806199,912
640,1806454,614
1037,1810435,130
891,1814340,230
617,1815147,690
66,1819308,20208
1397,1819637,13
690,1820634,500
1269,1820940,40
689,1821118,502
860,1824034,264
733,1824458,416
847,1825930,280
2,1826108,127868
387,1826519,2427
717,1828777,453
1325,1833730,26
1243,1836199,47
638,1836919,616
255,1839095,5953
1374,1845090,16
1270,1847667,40
1263,1849709,42
89,1851914,17021
864,1857509,260
1203,1858260,60
160,1860047,10743
1319,1863997,28
1092,1864618,100
1342,1865755,22
1231,1875804,51
1409,1878083,12
786,1878804,355
1350,1879611,20
873,1885328,247
975,1887375,166
1038,1889098,130
197,1891510,8877
750,1894074,394
219,1894143,7795
994,1895629,154
449,1897732,1663
807,1898371,325
886,1902444,237
34,1905015,29351
908,1907385,215
288,1908624,4679
783,1909540,356
684,1910557,524
5,1912482,80756
1214,1912664,55
1144,1914233,78
1420,1919083,10
205,1921999,8565
531,1933963,1032
928,1935738,202
312,1939289,4060
165,1939316,10457
218,1939848,7808
264,1943414,5455
320,1943415,3760
241,1943417,6681
348,1943768,3040
763,1945137,377
832,1945722,300
878,1946447,245
1466,1946933,4
1016,1947487,142
1457,1947566,7
913,1949840,208
1351,1951415,20
816,1951772,318
792,1952754,341
212,1955107,8226
196,1958874,8905
568,1959014,865
402,1959710,2204
217,1960055,7816
30,1961278,30774
1337,1962739,24
1287,1964000,38
957,1964787,180
1375,1964855,16
637,1966769,617
1100,1966979,97
884,1967204,239
1346,1967572,21
107,1968000,15049
968,1969944,173
342,1970276,3240
257,1970463,5896
558,1970708,905
865,1971615,260
1290,1978213,36
1421,1979816,10
1360,1980085,18
950,1980096,186
235,1980128,6867
776,1980850,366
1248,1982781,46
826,1983197,312
1422,1985572,10
7,1985704,60954
1126,1989410,88
923,1989499,205
254,1989696,6002
214,1989749,7942
777,1992450,364
631,1993222,636
852,1993578,271
940,1993782,192
296,1994010,4452
105,1994026,15125
1045,1994814,125
1080,1996128,104
1081,1996908,104
18,1997833,38998
834,1999464,299
1303,2002070,32
1236,2002238,49
46,2002702,24408
774,2003676,367
311,2007265,4091
1347,2007966,21
656,2008932,584
895,2009152,224
269,2009697,5166
737,2011248,413
738,2011559,411
1115,2014236,92
641,2017869,613
381,2018016,2463
27,2018546,31675
871,2018579,251
981,2018684,160
1410,2021767,12
1343,2022552,22
379,2023202,2582
683,2025956,525
569,2026008,856
1073,2027527,111
1442,2028057,8
266,2030151,5418
833,2031771,300
1188,2032066,65
1462,2034229,6
1298,2036411,34
1057,2036967,120
788,2040619,351
84,2042685,17621
1060,2044485,118
430,2045479,1911
718,2045489,452
1443,2047436,8
1489,2048893,2
1293,2049063,35
998,2049997,152
456,2050175,1595
1165,2051496,73
336,2052081,3337
659,2054038,573
427,2054225,1920
609,2054684,705
1157,2054725,76
1467,2055242,4
498,2055243,1260
373,2055445,2651
1049,2055885,122
204,2056203,8660
570,2056849,846
817,2056942,317
1211,2057638,56
42,2057827,26447
691,2058154,500
810,2058491,322
1133,2058565,82
757,2058645,384
627,2058795,653
1134,2059008,82
284,2059063,4833
762,2059472,380
356,2060580,2870
1103,2062192,96
914,2062753,208
1082,2063206,104
1233,2063906,50
223,2064261,7453
618,2064524,690
554,2064710,933
752,2064866,390
71,2065272,19775
602,2065395,726
1109,2065543,94
1046,2066652,124
162,2067012,10636
273,2068059,5129
648,2068969,606
335,2069901,3376
1326,2070095,26
297,2070355,4436
76,2070356,18984
796,2070424,338
1017,2070871,142
403,2071214,2204
1145,2071216,78
1490,2071342,2
1204,2071464,60
233,2072629,6946
493,2073585,1300
1063,2073946,114
1066,2075590,113
1110,2076052,94
317,2076485,3886
1174,2076908,70
892,2076962,229
552,2077042,950
778,2077500,364
540,2078175,995
64,2078176,20559
1491,2078276,2
660,2078678,572
797,2078998,338
899,2079605,222
1178,2079911,69
70,2080309,19816
784,2080812,356
1189,2080999,65
184,2081316,9466
697,2081698,494
500,2082451,1243
1440,2082469,9
973,2083024,167
1361,2083091,18
1411,2083788,12
885,2083885,238
1180,2083886,68
644,2083959,609
450,2084142,1646
59,2084797,20992
55,2085554,23519
881,2085697,244
1444,2085977,8
14,2086782,40331
253,2087044,6195
380,2087047,2473
116,2087974,13682
144,2088292,11586
1423,2088545,10
1120,2088603,91
1424,2088720,10
676,2088835,541
758,2089545,384
1002,2090195,151
1225,2090629,52
364,2090745,2732
590,2090921,757
301,2091224,4284
1130,2092609,84
1116,2092734,92
94,2092837,16629
1425,2092900,10
838,2093156,295
512,2093353,1151
45,2093396,24480
1217,2093605,54
155,2093981,11063
1106,2094332,95
340,2094480,3301
1281,2095097,39
224,2095168,7430
1179,2095879,69
932,2096015,198
897,2096365,223
345,2096765,3168
467,2097174,1504
909,2097510,212
741,2097957,409
907,2098302,218
236,2098395,6817
6,2098548,77429
1362,2098940,18
93,2098997,16798
3,2100268,97770
198,2100524,8835
705,2100821,477
1282,2101531,39
1121,2101846,91
1068,2102025,112
989,2102310,156
963,2102822,176
1190,2103338,65
496,2103534,1269
21,2104050,37341
1226,2104192,52
92,2104259,16895
764,2105233,377
86,2106801,17399
818,2107696,316
473,2109083,1460
141,2110005,11666
505,2110087,1203
1008,2110338,147
221,2110351,7571
931,2110410,200
890,2110662,231
594,2111618,739
634,2112320,633
1093,2112353,100
789,2112530,351
52,2112721,23905
62,2112797,20747
461,2112801,1564
787,2113353,352
291,2113377,4633
1398,2113497,13
316,2113522,3932
369,2113675,2679
1172,2113702,71
187,2113964,9264
474,2113999,1435
1386,2114370,14
470,2114502,1468
199,2114867,8794
113,2115128,13892
118,2115188,13566
410,2115588,2082
701,2116596,486
371,2116739,2671
1352,2116934,20
746,2117522,403
399,2118135,2242
417,2118197,2052
407,2118228,2174
1031,2118444,134
579,2118596,804
808,2118605,324
